term_id,oTerms,nTerms,base,oWords,matchWords,c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...,c..............................................multinucleată...,c......................................................primordială...,c.............................................................,c..............................................................1,V12,V13,V14,V15,V16,V17,V18
13934,auris interna,ureche internă,intern,interna,internă,intimă,internă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13935,labyrinthus osseus,labirint osos,labirint,labyrinthus,labirint,labirint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13935,labyrinthus osseus,labirint osos,schelet,osseus,osos,osos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13939,perilympha,perilimfă,perilympha,perilympha,perilimfă,perilimfă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13941,lamina spiralis cochleae,lamă osoasă spirală,placă,lamina,lamină,musculara,lamă,osoasă,spirală,membrană,supracoroidală,lamina,strat,coriocapilar,bazilară,NA,NA
13941,lamina spiralis cochleae,lamă osoasă spirală,spirală,spiralis,spirală,spirală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13941,lamina spiralis cochleae,lamă osoasă spirală,melcii,cochleae,cohleară,osoasă,columelă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13942,modiolus cochleae,modiol,modiolus,modiolus,modiol,modiol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13942,modiolus cochleae,modiol,melcii,cochleae,cohlear,osoasă,columelă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13944,labyrinthus membranaceus,labirint membranos,labirint,labyrinthus,labirint,labirint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13944,labyrinthus membranaceus,labirint membranos,pergament,membranaceus,membranos,membranos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13946,endolympha,endolimfă,endolympha,endolympha,endolimfă,endolimfă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13948,vestibulocytus,celulă receptoare,vestibulocytus,vestibulocytus,vestibulocit,receptoare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13948,cellula sensoria pilosa,celulă receptoare,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
13948,cellula sensoria pilosa,celulă receptoare,senzorial,sensoria,senzitivă,senzitivă,receptoare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13948,cellula sensoria pilosa,celulă receptoare,tunica,pilosa,păroasă,păroasă,receptoare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13959,macula sacculi,maculă a saculei,punct,macula,macula,macula,desmozomală,joncțiune,maculă,saculei,utriculei,NA,NA,NA,NA,NA,NA
13959,macula sacculi,maculă a saculei,sac,sacculi,saculei,maculă,a,saculei,NA,NA,NA,NA,NA,NA,NA,NA,NA
13960,macula utriculi,maculă a utriculei,punct,macula,macula,macula,desmozomală,joncțiune,maculă,saculei,utriculei,NA,NA,NA,NA,NA,NA
13960,macula utriculi,maculă a utriculei,sticle de piele,utriculi,utriculei,utriculei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13966,crista ampullaris,cristă ampulară,creastă,crista,cristă,creastă,cristă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13966,crista ampullaris,cristă ampulară,ampullaris,ampullaris,ampulară,ampulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13972,saccus endolymphaticus,sac endolimfatic,sac,saccus,sac,sac,endolimfatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13972,saccus endolymphaticus,sac endolimfatic,endolymphaticus,endolymphaticus,endolimfatic,endolimfatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13995,lamina basilaris,membrană bazilară,placă,lamina,lamină,musculara,lamă,osoasă,spirală,membrană,supracoroidală,lamina,strat,coriocapilar,bazilară,NA,NA
13995,lamina basilaris,membrană bazilară,basilar,basilaris,bazilară,bazilară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14004,membrana tectoria,membrană tectoria,filme,membrana,membrană,membrană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14004,membrana tectoria,membrană tectoria,suprafete,tectoria,tectoria,tectoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14005,membrana vestibularis,membrană vestibulară,filme,membrana,membrană,membrană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14005,membrana vestibularis,membrană vestibulară,vestibul,vestibularis,vestibulară,vestibulară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,cochleocytus externus,celulă păroasă externă,cochleocytus,cochleocytus,cohleocit,celulă,păroasă,externă,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,cochleocytus externus,celulă păroasă externă,extern,externus,extern,externă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,gliocytus ganglionicus,celulă satelită,gliocytus,gliocytus,gliocit,glială,celulă,satelită,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,gliocytus ganglionicus,celulă satelită,ganglionicus,ganglionicus,ganglionic,satelită,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14068,epidermis,epiderm,epidermă,epidermis,epiderm,epiderm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14071,stratum corneum,strat cornos,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14071,stratum corneum,strat cornos,excitat,corneum,cornos,cornos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14072,stratum lucidum,strat lucid,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14072,stratum lucidum,strat lucid,lumina,lucidum,lucidum,lucidum,lucid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,stratum granulosum,strat granulos,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14073,stratum granulosum,strat granulos,granulozei,granulosum,granular,endoplasmic,reticul,neted,rugos,granular,granulos,NA,NA,NA,NA,NA,NA
14074,stratum spinosum,strat spinos,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14074,stratum spinosum,strat spinos,înțepător,spinosum,spinos,spinos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14075,stratum basale,strat germinativ,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14075,stratum basale,strat germinativ,bazale,basale,bazal,bazal,germinativ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,tonofibrilla,tonofibrilă,tonofibrilla,tonofibrilla,tonofibrilă,tonofibrilă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,tonofilamentum,tonofilament,tonofilamentum,tonofilamentum,tonofilament,tonofilament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,macula adhaerens,desmozom,punct,macula,macula,macula,desmozomală,joncțiune,maculă,saculei,utriculei,NA,NA,NA,NA,NA,NA
14080,macula adhaerens,desmozom,aderare,adhaerens,adherens,adherens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,desmosoma,desmozom,desmosoma,desmosoma,desmozom,desmozom,desmozomală,desmozomică,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,granulum keratohyalini,granulă de keratohialin,granulă,granulum,granulă,incluziune,granulă,incluzie,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,granulum keratohyalini,granulă de keratohialin,keratohyalini,keratohyalini,keratohialin,cheratohialină,keratohialin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14084,filamentum keratini,filament de keratină,filament,filamentum,filament,filament,microfilament,miofilament,NA,NA,NA,NA,NA,NA,NA,NA,NA
14084,filamentum keratini,filament de keratină,cheratină,keratini,keratină,cheratină,keratină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14090,terminatio neuralis,terminație nervoasă,terminal,terminatio,terminație,terminație,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14090,terminatio neuralis,terminație nervoasă,neural,neuralis,nervoasă,nervoasă,nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,melanocytus,melanocit,melanocite,melanocytus,melanocit,melanocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,dermis,derm,dermul,dermis,derm,derm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14101,corium,derm,piele,corium,corium,derm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14102,stratum papillare,derm papilar,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14102,stratum papillare,derm papilar,papillate,papillare,papilar,papilar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103,papilla,papilă,biberon,papilla,papilă,papilă,dermală,pilos,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,stratum reticulare,derm reticular,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
14104,stratum reticulare,derm reticular,rețea,reticulare,reticular,reticular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14123,pilus,fir de păr,păr,pilus,păr,fir,păr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14142,bulbus pili,bulb pilos,bulb,bulbus,bulb,glob,ocular,bulb,firului,NA,NA,NA,NA,NA,NA,NA,NA
14142,bulbus pili,bulb pilos,păr,pili,pilos,firului,păr,pilos,folicul,papilă,dermică,dermală,foliculului,NA,NA,NA,NA
14143,papilla dermalis pili,papilă dermală a foliculului pilos,biberon,papilla,papilă,papilă,dermală,pilos,NA,NA,NA,NA,NA,NA,NA,NA,NA
14143,papilla dermalis pili,papilă dermală a foliculului pilos,dermic,dermalis,dermală,dermică,dermală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14143,papilla dermalis pili,papilă dermală a foliculului pilos,păr,pili,piloasă,firului,păr,pilos,folicul,papilă,dermică,dermală,foliculului,NA,NA,NA,NA
14146,melanocytus follicularis,melanocit,melanocite,melanocytus,melanocit,melanocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14146,melanocytus follicularis,melanocit,celulă,follicularis,folicular,melanocit,folicular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14156,folliculus pili,folicul pilos,înfășura,folliculus,folicul,folicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14156,folliculus pili,folicul pilos,păr,pili,pilos,firului,păr,pilos,folicul,papilă,dermică,dermală,foliculului,NA,NA,NA,NA
14176,unguis,unghie,cuie,unguis,unghie,unghie,matrice,unghială,NA,NA,NA,NA,NA,NA,NA,NA,NA
14183,eponychium,cuticulă,eponychium,eponychium,eponichiu,cuticulă,eponichiu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14184,lectulus,pat unghial,canapea,lectulus,pat,unghial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14195,matrix unguis,matrice unghială,matrice,matrix,matrice,matrice,extracelulară,citoplasmatică,NA,NA,NA,NA,NA,NA,NA,NA,NA
14195,matrix unguis,matrice unghială,cuie,unguis,unghie,unghie,matrice,unghială,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,sebum,sebum,sebum,sebum,sebum,sebum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14229,glandula mammaria,glandă mamară,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
14229,glandula mammaria,glandă mamară,mammaria,mammaria,mamară,mamară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14230,lobus mammae,lob,lob,lobus,lob,lob,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14230,lobus mammae,lob,sanii,mammae,mamar,lob,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
